home,office,home_lat,home_lon,office_lat,office_lon,day_of_week,time,duration_mins,date,day,direction,travel_time_minutes,Date,OnlyTime
Nagavara,Banashankari,13.0458,77.6245,12.9184,77.5736,Thursday,2025-01-30 18:15:00,84.16666666666667,,,,,2025-01-30,18:15:00
Electronic City,BTM Layout,12.8452,77.66,12.9166,77.6101,Monday,2025-03-17 18:45:00,42.86666666666667,,,,,2025-03-17,18:45:00
Indiranagar,Rajajinagar,12.9716,77.6412,12.9911,77.556,Thursday,2025-01-16 18:00:00,51.43333333333333,,,,,2025-01-16,18:00:00
Whitefield,Kengeri,12.9698,77.7499,12.9141,77.5145,Monday,2025-01-27 08:45:00,88.86666666666666,,,,,2025-01-27,08:45:00
Indiranagar,Electronic City,12.9716,77.6412,12.8452,77.66,Friday,2025-04-04 08:15:00,38.0,,,,,2025-04-04,08:15:00
Banashankari,HSR Layout,12.9184,77.5736,12.9121,77.6446,Monday,2025-03-24 18:30:00,23.2,,,,,2025-03-24,18:30:00
MG Road,Rajajinagar,12.9756,77.605,12.9911,77.556,Thursday,2025-03-20 18:30:00,29.23333333333333,,,,,2025-03-20,18:30:00
Yelahanka,MG Road,13.1007,77.5963,12.9756,77.605,Sunday,2025-03-09 08:30:00,34.3,,,,,2025-03-09,08:30:00
Vijayanagar,Kengeri,12.9798,77.5441,12.9141,77.5145,Wednesday,2025-02-19 18:15:00,35.6,,,,,2025-02-19,18:15:00
HSR Layout,Banashankari,12.9121,77.6446,12.9184,77.5736,Monday,2025-03-17 18:45:00,36.85,,,,,2025-03-17,18:45:00
MG Road,BTM Layout,12.9756,77.605,12.9166,77.6101,Sunday,2025-02-09 08:00:00,28.933333333333334,,,,,2025-02-09,08:00:00
Yelahanka,Banashankari,13.1007,77.5963,12.9184,77.5736,Monday,2025-03-31 18:00:00,77.4,,,,,2025-03-31,18:00:00
MG Road,Kengeri,12.9756,77.605,12.9141,77.5145,Friday,2025-02-28 18:00:00,53.06666666666667,,,,,2025-02-28,18:00:00
HSR Layout,Kengeri,12.9121,77.6446,12.9141,77.5145,Wednesday,2025-03-12 08:15:00,55.96666666666667,,,,,2025-03-12,08:15:00
BTM Layout,Electronic City,12.9166,77.6101,12.8452,77.66,Sunday,2025-01-26 08:15:00,15.533333333333331,,,,,2025-01-26,08:15:00
Hebbal,Rajajinagar,13.0352,77.5912,12.9911,77.556,Wednesday,2025-02-19 18:30:00,30.516666666666666,,,,,2025-02-19,18:30:00
Banashankari,RT Nagar,12.9184,77.5736,13.0086,77.5917,Wednesday,2025-04-09 18:30:00,53.46666666666667,,,,,2025-04-09,18:30:00
BTM Layout,Basavanagudi,12.9166,77.6101,12.9407,77.5848,Monday,2025-03-10 18:15:00,34.666666666666664,,,,,2025-03-10,18:15:00
Indiranagar,MG Road,12.9716,77.6412,12.9756,77.605,Tuesday,2025-03-25 18:45:00,24.2,,,,,2025-03-25,18:45:00
Nagavara,RT Nagar,13.0458,77.6245,13.0086,77.5917,Tuesday,2025-01-21 18:00:00,34.18333333333333,,,,,2025-01-21,18:00:00
Whitefield,Sarjapur,12.9698,77.7499,12.8618,77.79,Sunday,2025-01-26 08:30:00,36.21666666666667,,,,,2025-01-26,08:30:00
Kengeri,RT Nagar,12.9141,77.5145,13.0086,77.5917,Wednesday,2025-02-26 08:30:00,51.61666666666667,,,,,2025-02-26,08:30:00
Hebbal,Malleshwaram,13.0352,77.5912,13.0097,77.569,Friday,2025-02-21 18:30:00,15.266666666666667,,,,,2025-02-21,18:30:00
Banashankari,Koramangala,12.9184,77.5736,12.9352,77.6245,Monday,2025-02-10 18:00:00,33.416666666666664,,,,,2025-02-10,18:00:00
Yelahanka,Marathahalli,13.1007,77.5963,12.955,77.7019,Monday,2025-04-07 08:30:00,68.51666666666667,,,,,2025-04-07,08:30:00
Sarjapur,Yelahanka,12.8618,77.79,13.1007,77.5963,Monday,2025-02-10 08:30:00,92.18333333333334,,,,,2025-02-10,08:30:00
Yelahanka,HSR Layout,13.1007,77.5963,12.9121,77.6446,Monday,2025-03-24 18:15:00,80.7,,,,,2025-03-24,18:15:00
Hebbal,Malleshwaram,13.0352,77.5912,13.0097,77.569,Sunday,2025-04-06 18:00:00,12.35,,,,,2025-04-06,18:00:00
Basavanagudi,Jayanagar,12.9407,77.5848,12.925,77.5938,Thursday,2025-02-13 08:45:00,9.35,,,,,2025-02-13,08:45:00
Basavanagudi,RT Nagar,12.9407,77.5848,13.0086,77.5917,Monday,2025-03-24 08:15:00,34.18333333333333,,,,,2025-03-24,08:15:00
Kengeri,HSR Layout,12.9141,77.5145,12.9121,77.6446,Sunday,2025-03-09 08:15:00,43.41666666666666,,,,,2025-03-09,08:15:00
Sarjapur,Koramangala,12.8618,77.79,12.9352,77.6245,Saturday,2025-02-22 08:30:00,54.333333333333336,,,,,2025-02-22,08:30:00
Indiranagar,Sarjapur,12.9716,77.6412,12.8618,77.79,Thursday,2025-02-20 18:30:00,74.1,,,,,2025-02-20,18:30:00
Basavanagudi,Marathahalli,12.9407,77.5848,12.955,77.7019,Tuesday,2025-02-11 18:15:00,61.61666666666667,,,,,2025-02-11,18:15:00
Marathahalli,Whitefield,12.955,77.7019,12.9698,77.7499,Saturday,2025-03-08 08:00:00,18.316666666666663,,,,,2025-03-08,08:00:00
Kengeri,Basavanagudi,12.9141,77.5145,12.9407,77.5848,Sunday,2025-02-02 08:15:00,37.8,,,,,2025-02-02,08:15:00
Jayanagar,Kengeri,12.925,77.5938,12.9141,77.5145,Saturday,2025-02-08 18:00:00,47.91666666666666,,,,,2025-02-08,18:00:00
HSR Layout,Jayanagar,12.9121,77.6446,12.925,77.5938,Saturday,2025-02-08 18:30:00,24.516666666666666,,,,,2025-02-08,18:30:00
Yelahanka,Indiranagar,13.1007,77.5963,12.9716,77.6412,Friday,2025-02-14 08:15:00,49.16666666666666,,,,,2025-02-14,08:15:00
Nagavara,Koramangala,13.0458,77.6245,12.9352,77.6245,Tuesday,2025-02-04 08:30:00,59.766666666666666,,,,,2025-02-04,08:30:00
Electronic City,Whitefield,12.8452,77.66,12.9698,77.7499,Tuesday,2025-03-25 08:30:00,68.3,,,,,2025-03-25,08:30:00
Vijayanagar,Kengeri,12.9798,77.5441,12.9141,77.5145,Thursday,2025-03-13 08:00:00,28.7,,,,,2025-03-13,08:00:00
RT Nagar,Sarjapur,13.0086,77.5917,12.8618,77.79,Friday,2025-04-11 18:30:00,97.5,,,,,2025-04-11,18:30:00
BTM Layout,HSR Layout,12.9166,77.6101,12.9121,77.6446,Tuesday,2025-01-28 08:00:00,10.233333333333333,,,,,2025-01-28,08:00:00
MG Road,Malleshwaram,12.9756,77.605,13.0097,77.569,Tuesday,2025-01-14 18:00:00,27.183333333333334,,,,,2025-01-14,18:00:00
Marathahalli,BTM Layout,12.955,77.7019,12.9166,77.6101,Friday,2025-02-21 18:00:00,59.68333333333333,,,,,2025-02-21,18:00:00
MG Road,Nagavara,12.9756,77.605,13.0458,77.6245,Friday,2025-03-14 08:30:00,33.666666666666664,,,,,2025-03-14,08:30:00
BTM Layout,RT Nagar,12.9166,77.6101,13.0086,77.5917,Sunday,2025-02-09 18:45:00,51.55,,,,,2025-02-09,18:45:00
HSR Layout,Malleshwaram,12.9121,77.6446,13.0097,77.569,Thursday,2025-04-03 08:00:00,52.25,,,,,2025-04-03,08:00:00
Koramangala,Banashankari,12.9352,77.6245,12.9184,77.5736,Tuesday,2025-03-04 08:15:00,26.73333333333333,,,,,2025-03-04,08:15:00
Basavanagudi,Banashankari,12.9407,77.5848,12.9184,77.5736,Friday,2025-01-31 08:30:00,15.533333333333331,,,,,2025-01-31,08:30:00
Indiranagar,Banashankari,12.9716,77.6412,12.9184,77.5736,Tuesday,2025-02-04 18:30:00,52.9,,,,,2025-02-04,18:30:00
Basavanagudi,Whitefield,12.9407,77.5848,12.9698,77.7499,Friday,2025-02-28 08:45:00,58.38333333333333,,,,,2025-02-28,08:45:00
Vijayanagar,Basavanagudi,12.9798,77.5441,12.9407,77.5848,Saturday,2025-03-29 08:15:00,31.183333333333334,,,,,2025-03-29,08:15:00
Vijayanagar,Kengeri,12.9798,77.5441,12.9141,77.5145,Monday,2025-02-10 18:30:00,35.05,,,,,2025-02-10,18:30:00
MG Road,Koramangala,12.9756,77.605,12.9352,77.6245,Wednesday,2025-01-15 08:45:00,24.15,,,,,2025-01-15,08:45:00
Basavanagudi,Hebbal,12.9407,77.5848,13.0352,77.5912,Saturday,2025-03-08 08:45:00,38.5,,,,,2025-03-08,08:45:00
Kengeri,Malleshwaram,12.9141,77.5145,13.0097,77.569,Saturday,2025-03-22 18:15:00,50.016666666666666,,,,,2025-03-22,18:15:00
Hebbal,Banashankari,13.0352,77.5912,12.9184,77.5736,Tuesday,2025-03-25 08:45:00,52.53333333333333,,,,,2025-03-25,08:45:00
Marathahalli,Nagavara,12.955,77.7019,13.0458,77.6245,Sunday,2025-02-02 18:00:00,38.61666666666667,,,,,2025-02-02,18:00:00
Yelahanka,Rajajinagar,13.1007,77.5963,12.9911,77.556,Thursday,2025-03-13 08:45:00,41.0,,,,,2025-03-13,08:45:00
Electronic City,Marathahalli,12.8452,77.66,12.955,77.7019,Saturday,2025-04-05 08:30:00,41.6,,,,,2025-04-05,08:30:00
Yelahanka,Sarjapur,13.1007,77.5963,12.8618,77.79,Wednesday,2025-03-12 18:30:00,108.38333333333334,,,,,2025-03-12,18:30:00
Malleshwaram,Yelahanka,13.0097,77.569,13.1007,77.5963,Friday,2025-01-31 08:15:00,22.7,,,,,2025-01-31,08:15:00
Jayanagar,MG Road,12.925,77.5938,12.9756,77.605,Monday,2025-03-03 18:15:00,29.53333333333333,,,,,2025-03-03,18:15:00
Indiranagar,Rajajinagar,12.9716,77.6412,12.9911,77.556,Thursday,2025-01-16 08:15:00,38.13333333333333,,,,,2025-01-16,08:15:00
Marathahalli,Yelahanka,12.955,77.7019,13.1007,77.5963,Sunday,2025-02-23 08:15:00,44.86666666666667,,,,,2025-02-23,08:15:00
Whitefield,Indiranagar,12.9698,77.7499,12.9716,77.6412,Tuesday,2025-03-11 08:15:00,45.71666666666667,,,,,2025-03-11,08:15:00
Whitefield,HSR Layout,12.9698,77.7499,12.9121,77.6446,Saturday,2025-01-18 08:45:00,33.516666666666666,,,,,2025-01-18,08:45:00
Vijayanagar,Basavanagudi,12.9798,77.5441,12.9407,77.5848,Sunday,2025-03-23 18:45:00,31.4,,,,,2025-03-23,18:45:00
Nagavara,BTM Layout,13.0458,77.6245,12.9166,77.6101,Sunday,2025-02-09 08:00:00,53.11666666666667,,,,,2025-02-09,08:00:00
Whitefield,Vijayanagar,12.9698,77.7499,12.9798,77.5441,Wednesday,2025-03-26 18:45:00,94.2,,,,,2025-03-26,18:45:00
Vijayanagar,Nagavara,12.9798,77.5441,13.0458,77.6245,Friday,2025-02-14 18:30:00,49.96666666666667,,,,,2025-02-14,18:30:00
Electronic City,Jayanagar,12.8452,77.66,12.925,77.5938,Thursday,2025-03-13 08:30:00,28.15,,,,,2025-03-13,08:30:00
Kengeri,HSR Layout,12.9141,77.5145,12.9121,77.6446,Monday,2025-01-13 18:30:00,54.56666666666667,,,,,2025-01-13,18:30:00
Electronic City,Indiranagar,12.8452,77.66,12.9716,77.6412,Thursday,2025-04-10 08:45:00,43.8,,,,,2025-04-10,08:45:00
Marathahalli,Whitefield,12.955,77.7019,12.9698,77.7499,Sunday,2025-03-09 18:15:00,23.166666666666668,,,,,2025-03-09,18:15:00
Kengeri,Sarjapur,12.9141,77.5145,12.8618,77.79,Sunday,2025-03-16 18:30:00,73.4,,,,,2025-03-16,18:30:00
Sarjapur,Yelahanka,12.8618,77.79,13.1007,77.5963,Tuesday,2025-01-14 08:30:00,94.56666666666666,,,,,2025-01-14,08:30:00
Yelahanka,RT Nagar,13.1007,77.5963,13.0086,77.5917,Sunday,2025-03-30 08:15:00,19.516666666666666,,,,,2025-03-30,08:15:00
Koramangala,Hebbal,12.9352,77.6245,13.0352,77.5912,Thursday,2025-04-10 18:00:00,63.65,,,,,2025-04-10,18:00:00
Vijayanagar,Hebbal,12.9798,77.5441,13.0352,77.5912,Saturday,2025-02-01 18:00:00,37.2,,,,,2025-02-01,18:00:00
Basavanagudi,Whitefield,12.9407,77.5848,12.9698,77.7499,Friday,2025-04-04 08:15:00,57.41666666666666,,,,,2025-04-04,08:15:00
Indiranagar,Malleshwaram,12.9716,77.6412,13.0097,77.569,Monday,2025-04-07 08:30:00,35.61666666666667,,,,,2025-04-07,08:30:00
Nagavara,Koramangala,13.0458,77.6245,12.9352,77.6245,Wednesday,2025-03-12 08:15:00,57.71666666666667,,,,,2025-03-12,08:15:00
Yelahanka,MG Road,13.1007,77.5963,12.9756,77.605,Monday,2025-03-17 18:30:00,46.766666666666666,,,,,2025-03-17,18:30:00
MG Road,Sarjapur,12.9756,77.605,12.8618,77.79,Sunday,2025-03-02 18:15:00,76.2,,,,,2025-03-02,18:15:00
Kengeri,Banashankari,12.9141,77.5145,12.9184,77.5736,Wednesday,2025-03-05 18:45:00,34.15,,,,,2025-03-05,18:45:00
Basavanagudi,Sarjapur,12.9407,77.5848,12.8618,77.79,Tuesday,2025-02-18 08:45:00,64.53333333333333,,,,,2025-02-18,08:45:00
Malleshwaram,Sarjapur,13.0097,77.569,12.8618,77.79,Sunday,2025-01-19 18:30:00,91.93333333333334,,,,,2025-01-19,18:30:00
Sarjapur,Yelahanka,12.8618,77.79,13.1007,77.5963,Friday,2025-02-07 18:45:00,104.41666666666669,,,,,2025-02-07,18:45:00
Malleshwaram,Vijayanagar,13.0097,77.569,12.9798,77.5441,Friday,2025-02-28 18:30:00,22.28333333333333,,,,,2025-02-28,18:30:00
BTM Layout,Nagavara,12.9166,77.6101,13.0458,77.6245,Saturday,2025-02-15 18:30:00,58.11666666666667,,,,,2025-02-15,18:30:00
Sarjapur,Kengeri,12.8618,77.79,12.9141,77.5145,Saturday,2025-02-01 18:45:00,87.1,,,,,2025-02-01,18:45:00
Koramangala,Jayanagar,12.9352,77.6245,12.925,77.5938,Friday,2025-04-11 08:30:00,18.3,,,,,2025-04-11,08:30:00
Hebbal,Vijayanagar,13.0352,77.5912,12.9798,77.5441,Tuesday,2025-03-18 08:00:00,27.133333333333333,,,,,2025-03-18,08:00:00
Hebbal,Sarjapur,13.0352,77.5912,12.8618,77.79,Sunday,2025-01-26 18:30:00,84.53333333333333,,,,,2025-01-26,18:30:00
Kengeri,Basavanagudi,12.9141,77.5145,12.9407,77.5848,Monday,2025-02-24 08:15:00,41.0,,,,,2025-02-24,08:15:00
Hebbal,Marathahalli,13.0352,77.5912,12.955,77.7019,Friday,2025-02-28 18:30:00,61.7,,,,,2025-02-28,18:30:00
Indiranagar,Koramangala,12.9716,77.6412,12.9352,77.6245,Tuesday,2025-01-14 08:00:00,15.983333333333333,,,,,2025-01-14,08:00:00
Marathahalli,Electronic City,12.955,77.7019,12.8452,77.66,Saturday,2025-03-08 18:00:00,37.41666666666666,,,,,2025-03-08,18:00:00
Jayanagar,Kengeri,12.925,77.5938,12.9141,77.5145,Monday,2025-02-17 08:30:00,40.3,,,,,2025-02-17,08:30:00
Malleshwaram,MG Road,13.0097,77.569,12.9756,77.605,Wednesday,2025-01-29 08:45:00,25.466666666666665,,,,,2025-01-29,08:45:00
Basavanagudi,Indiranagar,12.9407,77.5848,12.9716,77.6412,Thursday,2025-02-27 08:45:00,35.18333333333333,,,,,2025-02-27,08:45:00
MG Road,Indiranagar,12.9756,77.605,12.9716,77.6412,Monday,2025-01-27 18:45:00,24.23333333333333,,,,,2025-01-27,18:45:00
Electronic City,HSR Layout,12.8452,77.66,12.9121,77.6446,Sunday,2025-02-09 08:30:00,20.516666666666666,,,,,2025-02-09,08:30:00
Sarjapur,MG Road,12.8618,77.79,12.9756,77.605,Saturday,2025-03-08 18:30:00,84.7,,,,,2025-03-08,18:30:00
BTM Layout,Kengeri,12.9166,77.6101,12.9141,77.5145,Saturday,2025-03-01 08:00:00,52.333333333333336,,,,,2025-03-01,08:00:00
HSR Layout,Rajajinagar,12.9121,77.6446,12.9911,77.556,Saturday,2025-03-08 18:15:00,60.41666666666666,,,,,2025-03-08,18:15:00
Sarjapur,Indiranagar,12.8618,77.79,12.9716,77.6412,Monday,2025-03-03 18:30:00,79.38333333333334,,,,,2025-03-03,18:30:00
Malleshwaram,Banashankari,13.0097,77.569,12.9184,77.5736,Friday,2025-02-07 18:30:00,56.85,,,,,2025-02-07,18:30:00
Rajajinagar,Koramangala,12.9911,77.556,12.9352,77.6245,Monday,2025-03-24 18:45:00,52.23333333333333,,,,,2025-03-24,18:45:00
Whitefield,Koramangala,12.9698,77.7499,12.9352,77.6245,Friday,2025-04-04 18:15:00,63.53333333333333,,,,,2025-04-04,18:15:00
HSR Layout,Whitefield,12.9121,77.6446,12.9698,77.7499,Wednesday,2025-03-26 18:45:00,55.65,,,,,2025-03-26,18:45:00
Yelahanka,RT Nagar,13.1007,77.5963,13.0086,77.5917,Thursday,2025-01-16 18:45:00,29.666666666666668,,,,,2025-01-16,18:45:00
Electronic City,Whitefield,12.8452,77.66,12.9698,77.7499,Sunday,2025-03-23 08:15:00,47.9,,,,,2025-03-23,08:15:00
Marathahalli,Nagavara,12.955,77.7019,13.0458,77.6245,Saturday,2025-02-08 18:15:00,44.16666666666666,,,,,2025-02-08,18:15:00
Basavanagudi,RT Nagar,12.9407,77.5848,13.0086,77.5917,Tuesday,2025-01-21 08:45:00,36.36666666666667,,,,,2025-01-21,08:45:00
Malleshwaram,Whitefield,13.0097,77.569,12.9698,77.7499,Saturday,2025-03-08 18:15:00,73.96666666666667,,,,,2025-03-08,18:15:00
Whitefield,Marathahalli,12.9698,77.7499,12.955,77.7019,Thursday,2025-03-13 18:45:00,30.366666666666667,,,,,2025-03-13,18:45:00
Rajajinagar,Yelahanka,12.9911,77.556,13.1007,77.5963,Monday,2025-03-31 08:00:00,33.93333333333333,,,,,2025-03-31,08:00:00
Banashankari,Malleshwaram,12.9184,77.5736,13.0097,77.569,Sunday,2025-01-19 08:15:00,38.65,,,,,2025-01-19,08:15:00
Indiranagar,Jayanagar,12.9716,77.6412,12.925,77.5938,Saturday,2025-03-22 18:15:00,37.38333333333333,,,,,2025-03-22,18:15:00
Basavanagudi,Indiranagar,12.9407,77.5848,12.9716,77.6412,Friday,2025-01-24 18:45:00,40.86666666666667,,,,,2025-01-24,18:45:00
Kengeri,Rajajinagar,12.9141,77.5145,12.9911,77.556,Monday,2025-03-03 08:00:00,35.416666666666664,,,,,2025-03-03,08:00:00
Hebbal,Rajajinagar,13.0352,77.5912,12.9911,77.556,Thursday,2025-02-20 08:45:00,25.2,,,,,2025-02-20,08:45:00
Banashankari,Whitefield,12.9184,77.5736,12.9698,77.7499,Tuesday,2025-02-25 18:15:00,72.3,,,,,2025-02-25,18:15:00
HSR Layout,Koramangala,12.9121,77.6446,12.9352,77.6245,Sunday,2025-01-26 18:30:00,16.05,,,,,2025-01-26,18:30:00
Basavanagudi,Sarjapur,12.9407,77.5848,12.8618,77.79,Friday,2025-02-28 18:45:00,71.93333333333334,,,,,2025-02-28,18:45:00
Koramangala,Rajajinagar,12.9352,77.6245,12.9911,77.556,Tuesday,2025-03-18 18:45:00,48.06666666666667,,,,,2025-03-18,18:45:00
Jayanagar,Koramangala,12.925,77.5938,12.9352,77.6245,Tuesday,2025-02-25 08:45:00,22.883333333333333,,,,,2025-02-25,08:45:00
RT Nagar,Yelahanka,13.0086,77.5917,13.1007,77.5963,Sunday,2025-02-23 18:45:00,20.133333333333333,,,,,2025-02-23,18:45:00
Indiranagar,Nagavara,12.9716,77.6412,13.0458,77.6245,Sunday,2025-01-12 08:30:00,29.55,,,,,2025-01-12,08:30:00
MG Road,Yelahanka,12.9756,77.605,13.1007,77.5963,Tuesday,2025-01-28 18:45:00,43.81666666666667,,,,,2025-01-28,18:45:00
Jayanagar,Kengeri,12.925,77.5938,12.9141,77.5145,Friday,2025-02-07 08:00:00,39.96666666666667,,,,,2025-02-07,08:00:00
Malleshwaram,BTM Layout,13.0097,77.569,12.9166,77.6101,Saturday,2025-02-01 18:00:00,59.55,,,,,2025-02-01,18:00:00
HSR Layout,Yelahanka,12.9121,77.6446,13.1007,77.5963,Sunday,2025-01-26 18:15:00,60.9,,,,,2025-01-26,18:15:00
Vijayanagar,Electronic City,12.9798,77.5441,12.8452,77.66,Wednesday,2025-03-26 08:00:00,57.31666666666667,,,,,2025-03-26,08:00:00
Hebbal,RT Nagar,13.0352,77.5912,13.0086,77.5917,Thursday,2025-01-30 18:15:00,10.7,,,,,2025-01-30,18:15:00
Basavanagudi,Malleshwaram,12.9407,77.5848,13.0097,77.569,Monday,2025-01-27 08:00:00,31.016666666666666,,,,,2025-01-27,08:00:00
BTM Layout,Yelahanka,12.9166,77.6101,13.1007,77.5963,Wednesday,2025-01-29 18:15:00,88.41666666666667,,,,,2025-01-29,18:15:00
Whitefield,Kengeri,12.9698,77.7499,12.9141,77.5145,Monday,2025-02-10 08:15:00,87.03333333333333,,,,,2025-02-10,08:15:00
Whitefield,Jayanagar,12.9698,77.7499,12.925,77.5938,Friday,2025-02-14 18:00:00,76.03333333333333,,,,,2025-02-14,18:00:00
Whitefield,Basavanagudi,12.9698,77.7499,12.9407,77.5848,Friday,2025-02-14 08:30:00,65.33333333333333,,,,,2025-02-14,08:30:00
BTM Layout,HSR Layout,12.9166,77.6101,12.9121,77.6446,Sunday,2025-02-16 08:45:00,8.95,,,,,2025-02-16,08:45:00
Jayanagar,Rajajinagar,12.925,77.5938,12.9911,77.556,Monday,2025-03-03 18:45:00,42.61666666666667,,,,,2025-03-03,18:45:00
Jayanagar,HSR Layout,12.925,77.5938,12.9121,77.6446,Thursday,2025-03-13 08:15:00,17.816666666666666,,,,,2025-03-13,08:15:00
Electronic City,HSR Layout,12.8452,77.66,12.9121,77.6446,Sunday,2025-03-09 18:30:00,22.58333333333333,,,,,2025-03-09,18:30:00
Electronic City,Hebbal,12.8452,77.66,13.0352,77.5912,Tuesday,2025-02-04 18:30:00,80.43333333333334,,,,,2025-02-04,18:30:00
Electronic City,Nagavara,12.8452,77.66,13.0458,77.6245,Sunday,2025-04-06 18:00:00,64.21666666666667,,,,,2025-04-06,18:00:00
RT Nagar,Malleshwaram,13.0086,77.5917,13.0097,77.569,Saturday,2025-02-22 18:15:00,10.733333333333333,,,,,2025-02-22,18:15:00
BTM Layout,Yelahanka,12.9166,77.6101,13.1007,77.5963,Monday,2025-03-31 08:15:00,70.43333333333334,,,,,2025-03-31,08:15:00
Malleshwaram,Nagavara,13.0097,77.569,13.0458,77.6245,Saturday,2025-02-01 08:00:00,22.65,,,,,2025-02-01,08:00:00
Marathahalli,Basavanagudi,12.955,77.7019,12.9407,77.5848,Thursday,2025-01-16 18:15:00,54.5,,,,,2025-01-16,18:15:00
Marathahalli,Vijayanagar,12.955,77.7019,12.9798,77.5441,Tuesday,2025-01-21 08:00:00,59.25,,,,,2025-01-21,08:00:00
Koramangala,Kengeri,12.9352,77.6245,12.9141,77.5145,Tuesday,2025-02-18 08:45:00,51.71666666666667,,,,,2025-02-18,08:45:00
Sarjapur,Indiranagar,12.8618,77.79,12.9716,77.6412,Thursday,2025-01-16 18:15:00,83.8,,,,,2025-01-16,18:15:00
Jayanagar,Sarjapur,12.925,77.5938,12.8618,77.79,Monday,2025-02-10 18:15:00,67.7,,,,,2025-02-10,18:15:00
Banashankari,Rajajinagar,12.9184,77.5736,12.9911,77.556,Saturday,2025-01-25 08:45:00,32.983333333333334,,,,,2025-01-25,08:45:00
RT Nagar,Whitefield,13.0086,77.5917,12.9698,77.7499,Friday,2025-01-17 18:00:00,74.0,,,,,2025-01-17,18:00:00
Kengeri,Yelahanka,12.9141,77.5145,13.1007,77.5963,Tuesday,2025-03-04 08:15:00,59.13333333333333,,,,,2025-03-04,08:15:00
Basavanagudi,Kengeri,12.9407,77.5848,12.9141,77.5145,Friday,2025-03-21 18:45:00,44.8,,,,,2025-03-21,18:45:00
Whitefield,Kengeri,12.9698,77.7499,12.9141,77.5145,Tuesday,2025-03-11 18:15:00,108.45,,,,,2025-03-11,18:15:00
Rajajinagar,Marathahalli,12.9911,77.556,12.955,77.7019,Sunday,2025-03-16 18:30:00,58.88333333333333,,,,,2025-03-16,18:30:00
Kengeri,Jayanagar,12.9141,77.5145,12.925,77.5938,Monday,2025-02-24 18:00:00,45.38333333333333,,,,,2025-02-24,18:00:00
Electronic City,Yelahanka,12.8452,77.66,13.1007,77.5963,Sunday,2025-01-12 18:45:00,68.11666666666666,,,,,2025-01-12,18:45:00
Basavanagudi,Banashankari,12.9407,77.5848,12.9184,77.5736,Friday,2025-04-11 18:00:00,17.2,,,,,2025-04-11,18:00:00
BTM Layout,Vijayanagar,12.9166,77.6101,12.9798,77.5441,Monday,2025-03-24 08:00:00,61.48333333333333,,,,,2025-03-24,08:00:00
Jayanagar,Koramangala,12.925,77.5938,12.9352,77.6245,Monday,2025-03-24 18:15:00,24.55,,,,,2025-03-24,18:15:00
Rajajinagar,Banashankari,12.9911,77.556,12.9184,77.5736,Saturday,2025-03-08 18:15:00,49.81666666666667,,,,,2025-03-08,18:15:00
Whitefield,Hebbal,12.9698,77.7499,13.0352,77.5912,Thursday,2025-01-16 08:15:00,56.8,,,,,2025-01-16,08:15:00
Rajajinagar,Indiranagar,12.9911,77.556,12.9716,77.6412,Monday,2025-03-10 18:30:00,45.75,,,,,2025-03-10,18:30:00
Rajajinagar,Indiranagar,12.9911,77.556,12.9716,77.6412,Wednesday,2025-01-22 18:30:00,46.05,,,,,2025-01-22,18:30:00
BTM Layout,Banashankari,12.9166,77.6101,12.9184,77.5736,Monday,2025-02-24 18:15:00,40.75,,,,,2025-02-24,18:15:00
Yelahanka,Hebbal,13.1007,77.5963,13.0352,77.5912,Wednesday,2025-01-22 08:00:00,19.58333333333333,,,,,2025-01-22,08:00:00
Basavanagudi,MG Road,12.9407,77.5848,12.9756,77.605,Wednesday,2025-01-22 18:30:00,24.23333333333333,,,,,2025-01-22,18:30:00
Whitefield,Yelahanka,12.9698,77.7499,13.1007,77.5963,Wednesday,2025-02-05 08:30:00,63.71666666666667,,,,,2025-02-05,08:30:00
Jayanagar,Whitefield,12.925,77.5938,12.9698,77.7499,Saturday,2025-03-15 18:15:00,57.9,,,,,2025-03-15,18:15:00
Vijayanagar,Rajajinagar,12.9798,77.5441,12.9911,77.556,Friday,2025-03-28 08:00:00,10.083333333333334,,,,,2025-03-28,08:00:00
Basavanagudi,Indiranagar,12.9407,77.5848,12.9716,77.6412,Saturday,2025-02-22 08:00:00,27.75,,,,,2025-02-22,08:00:00
Jayanagar,Kengeri,12.925,77.5938,12.9141,77.5145,Wednesday,2025-03-19 08:15:00,40.18333333333333,,,,,2025-03-19,08:15:00
Koramangala,BTM Layout,12.9352,77.6245,12.9166,77.6101,Thursday,2025-02-13 18:00:00,35.46666666666667,,,,,2025-02-13,18:00:00
Koramangala,Rajajinagar,12.9352,77.6245,12.9911,77.556,Sunday,2025-03-02 08:15:00,36.03333333333333,,,,,2025-03-02,08:15:00
Malleshwaram,Yelahanka,13.0097,77.569,13.1007,77.5963,Friday,2025-03-07 18:15:00,31.433333333333334,,,,,2025-03-07,18:15:00
Malleshwaram,Indiranagar,13.0097,77.569,12.9716,77.6412,Saturday,2025-03-29 18:45:00,40.65,,,,,2025-03-29,18:45:00
Marathahalli,Rajajinagar,12.955,77.7019,12.9911,77.556,Sunday,2025-01-19 08:45:00,45.333333333333336,,,,,2025-01-19,08:45:00
Electronic City,Hebbal,12.8452,77.66,13.0352,77.5912,Friday,2025-02-21 18:30:00,81.31666666666666,,,,,2025-02-21,18:30:00
