Customer_ID,Date,Day_Of_Week,Trip_Type,Time_Of_Day,Start_Lat,Start_Lon,End_Lat,End_Lon,Distance_KM,Travel_Time_Minutes
6,2023-01-19,Thursday,Office_to_Home,18:15,12.972083,77.540657,13.090188,77.620676,15.84,39.83
7,2023-01-19,Thursday,Home_to_Office,10:45,13.058548,77.553486,13.064227,77.573454,2.3,8.95
7,2023-01-19,Thursday,Office_to_Home,20:00,13.064227,77.573454,13.058548,77.553486,2.3,7.48
8,2023-01-19,Thursday,Home_to_Office,8:45,13.04274,77.521537,13.058356,77.647595,14.1,32.32
8,2023-01-19,Thursday,Office_to_Home,20:00,13.058356,77.647595,13.04274,77.521537,14.1,37.91
9,2023-01-19,Thursday,Home_to_Office,9:45,12.997693,77.645631,13.05934,77.676446,7.65,17.92
9,2023-01-19,Thursday,Office_to_Home,19:00,13.05934,77.676446,12.997693,77.645631,7.65,20.4
10,2023-01-19,Thursday,Home_to_Office,10:15,13.019928,77.598829,12.913102,77.562878,12.51,28.95
10,2023-01-19,Thursday,Office_to_Home,20:00,12.913102,77.562878,13.019928,77.598829,12.51,34.31
11,2023-01-19,Thursday,Home_to_Office,10:30,12.908455,77.56512,13.012702,77.591889,11.95,24.61
11,2023-01-19,Thursday,Office_to_Home,18:00,13.012702,77.591889,12.908455,77.56512,11.95,32.97
12,2023-01-19,Thursday,Home_to_Office,7:45,12.907347,77.6109,12.926189,77.667367,6.61,13.84
12,2023-01-19,Thursday,Office_to_Home,19:30,12.926189,77.667367,12.907347,77.6109,6.61,17.19
13,2023-01-19,Thursday,Home_to_Office,8:30,13.080012,77.551686,12.938606,77.608231,16.9,40.15
13,2023-01-19,Thursday,Office_to_Home,20:15,12.938606,77.608231,13.080012,77.551686,16.9,45.95
14,2023-01-19,Thursday,Home_to_Office,10:00,13.052322,77.519975,12.90277,77.641973,21.42,55.6
14,2023-01-19,Thursday,Office_to_Home,18:00,12.90277,77.641973,13.052322,77.519975,21.42,58.94
15,2023-01-19,Thursday,Home_to_Office,7:00,12.918335,77.546021,12.961022,77.578407,5.95,11.36
15,2023-01-19,Thursday,Office_to_Home,17:15,12.961022,77.578407,12.918335,77.546021,5.95,16.09
16,2023-01-19,Thursday,Home_to_Office,7:30,13.051791,77.564969,12.907742,77.620268,17.13,40.56
16,2023-01-19,Thursday,Office_to_Home,17:30,12.907742,77.620268,13.051791,77.564969,17.13,49.05
17,2023-01-19,Thursday,Home_to_Office,7:45,12.951968,77.695364,13.083797,77.522669,24.12,58.96
17,2023-01-19,Thursday,Office_to_Home,18:45,13.083797,77.522669,12.951968,77.695364,24.12,64.38
18,2023-01-19,Thursday,Home_to_Office,7:30,13.052057,77.608977,13.035558,77.660427,6.0,13.67
18,2023-01-19,Thursday,Office_to_Home,19:00,13.035558,77.660427,13.052057,77.608977,6.0,13.67
19,2023-01-19,Thursday,Home_to_Office,8:45,12.986417,77.53197,13.036641,77.659844,15.25,33.58
19,2023-01-19,Thursday,Office_to_Home,17:45,13.036641,77.659844,12.986417,77.53197,15.25,40.33
20,2023-01-19,Thursday,Home_to_Office,7:30,13.016002,77.648736,13.038328,77.589943,6.98,15.11
20,2023-01-19,Thursday,Office_to_Home,18:00,13.038328,77.589943,13.016002,77.648736,6.98,19.54
21,2023-01-19,Thursday,Home_to_Office,7:15,12.953747,77.574024,13.050659,77.683092,16.2,36.54
21,2023-01-19,Thursday,Office_to_Home,18:00,13.050659,77.683092,12.953747,77.574024,16.2,41.85
22,2023-01-19,Thursday,Home_to_Office,8:45,12.942874,77.66544,13.034336,77.576777,14.14,34.96
22,2023-01-19,Thursday,Office_to_Home,17:00,13.034336,77.576777,12.942874,77.66544,14.14,35.93
23,2023-01-19,Thursday,Home_to_Office,7:00,13.088459,77.567793,12.917789,77.635248,20.37,51.33
23,2023-01-19,Thursday,Office_to_Home,17:30,12.917789,77.635248,13.088459,77.567793,20.37,57.85
24,2023-01-19,Thursday,Home_to_Office,9:45,13.037678,77.632289,13.06965,77.698554,8.17,21.03
24,2023-01-19,Thursday,Office_to_Home,17:30,13.06965,77.698554,13.037678,77.632289,8.17,23.25
25,2023-01-19,Thursday,Home_to_Office,8:00,12.996554,77.527267,13.024694,77.594265,8.07,19.06
25,2023-01-19,Thursday,Office_to_Home,18:30,13.024694,77.594265,12.996554,77.527267,8.07,22.49
26,2023-01-19,Thursday,Home_to_Office,7:00,12.901041,77.641263,12.941722,77.661853,5.06,9.29
26,2023-01-19,Thursday,Office_to_Home,19:30,12.941722,77.661853,12.901041,77.641263,5.06,13.61
27,2023-01-19,Thursday,Home_to_Office,10:15,13.088749,77.500613,12.919026,77.666176,26.32,64.14
27,2023-01-19,Thursday,Office_to_Home,20:00,12.919026,77.666176,13.088749,77.500613,26.32,68.9
28,2023-01-19,Thursday,Home_to_Office,8:45,12.995262,77.545166,13.012645,77.685991,15.75,35.04
28,2023-01-19,Thursday,Office_to_Home,18:45,13.012645,77.685991,12.995262,77.545166,15.75,41.82
29,2023-01-19,Thursday,Home_to_Office,8:15,12.951165,77.682958,12.971437,77.667167,2.85,6.81
29,2023-01-19,Thursday,Office_to_Home,19:00,12.971437,77.667167,12.951165,77.682958,2.85,7.73
30,2023-01-19,Thursday,Home_to_Office,9:45,12.991534,77.673478,12.925419,77.685715,7.46,19.35
30,2023-01-19,Thursday,Office_to_Home,19:30,12.925419,77.685715,12.991534,77.673478,7.46,18.13
31,2023-01-19,Thursday,Home_to_Office,10:30,12.91216,77.59454,12.928989,77.632582,4.62,8.29
31,2023-01-19,Thursday,Office_to_Home,17:15,12.928989,77.632582,12.91216,77.59454,4.62,11.33
32,2023-01-19,Thursday,Home_to_Office,10:15,13.050001,77.541396,13.084398,77.512214,5.01,12.41
32,2023-01-19,Thursday,Office_to_Home,17:00,13.084398,77.512214,13.050001,77.541396,5.01,12.03
33,2023-01-19,Thursday,Home_to_Office,9:15,13.040562,77.633507,12.941891,77.660362,11.35,24.27
33,2023-01-19,Thursday,Office_to_Home,19:30,12.941891,77.660362,13.040562,77.633507,11.35,31.16
34,2023-01-19,Thursday,Home_to_Office,7:30,12.964432,77.555032,13.033381,77.559462,7.67,19.59
34,2023-01-19,Thursday,Office_to_Home,18:30,13.033381,77.559462,12.964432,77.555032,7.67,19.03
35,2023-01-19,Thursday,Home_to_Office,9:30,12.93867,77.628962,12.949767,77.520333,12.12,28.23
35,2023-01-19,Thursday,Office_to_Home,17:45,12.949767,77.520333,12.93867,77.628962,12.12,31.53
36,2023-01-19,Thursday,Home_to_Office,9:45,13.080981,77.572153,13.062204,77.598973,3.63,8.54
36,2023-01-19,Thursday,Office_to_Home,18:30,13.062204,77.598973,13.080981,77.572153,3.63,10.41
37,2023-01-19,Thursday,Home_to_Office,9:15,13.000002,77.611958,13.075968,77.674465,10.92,25.07
37,2023-01-19,Thursday,Office_to_Home,20:00,13.075968,77.674465,13.000002,77.611958,10.92,30.4
38,2023-01-19,Thursday,Home_to_Office,7:15,13.061795,77.551849,12.946544,77.513266,13.49,38.68
38,2023-01-19,Thursday,Office_to_Home,19:00,12.946544,77.513266,13.061795,77.551849,13.49,36.63
39,2023-01-19,Thursday,Home_to_Office,8:45,12.955151,77.542266,12.989647,77.630906,10.56,24.75
39,2023-01-19,Thursday,Office_to_Home,18:15,12.989647,77.630906,12.955151,77.542266,10.56,30.9
40,2023-01-19,Thursday,Home_to_Office,8:00,12.986846,77.661633,13.098364,77.688985,12.75,28.87
40,2023-01-19,Thursday,Office_to_Home,19:30,13.098364,77.688985,12.986846,77.661633,12.75,33.25
41,2023-01-19,Thursday,Home_to_Office,8:00,12.914934,77.692098,13.042996,77.511106,24.61,55.82
41,2023-01-19,Thursday,Office_to_Home,18:00,13.042996,77.511106,12.914934,77.692098,24.61,67.48
42,2023-01-19,Thursday,Home_to_Office,10:45,12.908429,77.516391,12.934268,77.531187,3.31,5.58
42,2023-01-19,Thursday,Office_to_Home,17:30,12.934268,77.531187,12.908429,77.516391,3.31,7.89
43,2023-01-19,Thursday,Home_to_Office,10:15,12.905368,77.541218,12.948002,77.533887,4.8,13.27
43,2023-01-19,Thursday,Office_to_Home,17:45,12.948002,77.533887,12.905368,77.541218,4.8,13.99
44,2023-01-19,Thursday,Home_to_Office,10:30,13.027287,77.586377,13.090591,77.502052,11.7,27.13
44,2023-01-19,Thursday,Office_to_Home,19:00,13.090591,77.502052,13.027287,77.586377,11.7,31.75
45,2023-01-19,Thursday,Home_to_Office,9:00,12.940938,77.57174,13.066724,77.600378,14.32,31.02
45,2023-01-19,Thursday,Office_to_Home,19:45,13.066724,77.600378,12.940938,77.57174,14.32,39.2
46,2023-01-19,Thursday,Home_to_Office,7:15,12.907142,77.618248,13.069263,77.518021,21.16,52.47
46,2023-01-19,Thursday,Office_to_Home,18:15,13.069263,77.518021,12.907142,77.618248,21.16,58.03
47,2023-01-19,Thursday,Home_to_Office,9:00,12.967095,77.656624,13.012171,77.640639,5.31,13.26
47,2023-01-19,Thursday,Office_to_Home,17:30,13.012171,77.640639,12.967095,77.656624,5.31,10.14
48,2023-01-19,Thursday,Home_to_Office,9:00,12.917448,77.610084,13.03343,77.593234,13.01,34.07
48,2023-01-19,Thursday,Office_to_Home,19:15,13.03343,77.593234,12.917448,77.610084,13.01,38.24
49,2023-01-19,Thursday,Home_to_Office,8:00,12.948814,77.504318,12.90766,77.607288,12.31,31.82
49,2023-01-19,Thursday,Office_to_Home,19:00,12.90766,77.607288,12.948814,77.504318,12.31,33.51
50,2023-01-19,Thursday,Home_to_Office,8:30,13.037271,77.637154,13.046869,77.548814,9.86,24.1
50,2023-01-19,Thursday,Office_to_Home,20:30,13.046869,77.548814,13.037271,77.637154,9.86,27.17
1,2023-01-20,Friday,Home_to_Office,7:00,12.97877,77.592759,12.95723,77.614378,3.39,7.52
1,2023-01-20,Friday,Office_to_Home,17:45,12.95723,77.614378,12.97877,77.592759,3.39,11.69
2,2023-01-20,Friday,Home_to_Office,10:30,12.901048,77.535521,12.944962,77.682184,16.99,46.28
2,2023-01-20,Friday,Office_to_Home,18:15,12.944962,77.682184,12.901048,77.535521,16.99,56.03
3,2023-01-20,Friday,Home_to_Office,7:30,12.912122,77.698668,12.932292,77.60344,10.8,29.39
3,2023-01-20,Friday,Office_to_Home,19:30,12.932292,77.60344,12.912122,77.698668,10.8,31.62
4,2023-01-20,Friday,Home_to_Office,9:45,12.98495,77.552451,13.047475,77.61595,9.89,28.88
4,2023-01-20,Friday,Office_to_Home,20:15,13.047475,77.61595,12.98495,77.552451,9.89,32.7
5,2023-01-20,Friday,Home_to_Office,9:15,13.029297,77.659122,12.955567,77.682452,8.58,21.01
5,2023-01-20,Friday,Office_to_Home,20:30,12.955567,77.682452,13.029297,77.659122,8.58,30.25
6,2023-01-20,Friday,Home_to_Office,10:00,13.090188,77.620676,12.972083,77.540657,15.84,43.16
6,2023-01-20,Friday,Office_to_Home,17:30,12.972083,77.540657,13.090188,77.620676,15.84,43.2
7,2023-01-20,Friday,Home_to_Office,8:30,13.058548,77.553486,13.064227,77.573454,2.3,5.0
7,2023-01-20,Friday,Office_to_Home,17:15,13.064227,77.573454,13.058548,77.553486,2.3,9.32
8,2023-01-20,Friday,Home_to_Office,10:45,13.04274,77.521537,13.058356,77.647595,14.1,38.09
8,2023-01-20,Friday,Office_to_Home,18:15,13.058356,77.647595,13.04274,77.521537,14.1,46.16
9,2023-01-20,Friday,Home_to_Office,9:45,12.997693,77.645631,13.05934,77.676446,7.65,19.69
9,2023-01-20,Friday,Office_to_Home,18:30,13.05934,77.676446,12.997693,77.645631,7.65,21.38
10,2023-01-20,Friday,Home_to_Office,9:00,13.019928,77.598829,12.913102,77.562878,12.51,33.71
10,2023-01-20,Friday,Office_to_Home,18:30,12.913102,77.562878,13.019928,77.598829,12.51,42.87
11,2023-01-20,Friday,Home_to_Office,7:15,12.908455,77.56512,13.012702,77.591889,11.95,31.39
11,2023-01-20,Friday,Office_to_Home,18:00,13.012702,77.591889,12.908455,77.56512,11.95,39.32
12,2023-01-20,Friday,Home_to_Office,9:15,12.907347,77.6109,12.926189,77.667367,6.61,16.26
12,2023-01-20,Friday,Office_to_Home,19:15,12.926189,77.667367,12.907347,77.6109,6.61,18.28
13,2023-01-20,Friday,Home_to_Office,7:15,13.080012,77.551686,12.938606,77.608231,16.9,46.5
13,2023-01-20,Friday,Office_to_Home,18:15,12.938606,77.608231,13.080012,77.551686,16.9,53.76
14,2023-01-20,Friday,Home_to_Office,7:45,13.052322,77.519975,12.90277,77.641973,21.42,60.11
14,2023-01-20,Friday,Office_to_Home,18:00,12.90277,77.641973,13.052322,77.519975,21.42,68.79
15,2023-01-20,Friday,Home_to_Office,7:30,12.918335,77.546021,12.961022,77.578407,5.95,15.76
15,2023-01-20,Friday,Office_to_Home,17:15,12.961022,77.578407,12.918335,77.546021,5.95,19.83
16,2023-01-20,Friday,Home_to_Office,8:15,13.051791,77.564969,12.907742,77.620268,17.13,47.5
16,2023-01-20,Friday,Office_to_Home,19:45,12.907742,77.620268,13.051791,77.564969,17.13,55.11
17,2023-01-20,Friday,Home_to_Office,9:45,12.951968,77.695364,13.083797,77.522669,24.12,65.93
17,2023-01-20,Friday,Office_to_Home,17:15,13.083797,77.522669,12.951968,77.695364,24.12,76.68
18,2023-01-20,Friday,Home_to_Office,8:00,13.052057,77.608977,13.035558,77.660427,6.0,18.97
18,2023-01-20,Friday,Office_to_Home,18:45,13.035558,77.660427,13.052057,77.608977,6.0,16.87
19,2023-01-20,Friday,Home_to_Office,7:15,12.986417,77.53197,13.036641,77.659844,15.25,39.89
19,2023-01-20,Friday,Office_to_Home,20:45,13.036641,77.659844,12.986417,77.53197,15.25,49.43
20,2023-01-20,Friday,Home_to_Office,10:15,13.016002,77.648736,13.038328,77.589943,6.98,20.28
20,2023-01-20,Friday,Office_to_Home,19:15,13.038328,77.589943,13.016002,77.648736,6.98,24.0
21,2023-01-20,Friday,Home_to_Office,8:30,12.953747,77.574024,13.050659,77.683092,16.2,45.84
21,2023-01-20,Friday,Office_to_Home,19:00,13.050659,77.683092,12.953747,77.574024,16.2,48.69
22,2023-01-20,Friday,Home_to_Office,9:00,12.942874,77.66544,13.034336,77.576777,14.14,39.49
22,2023-01-20,Friday,Office_to_Home,17:45,13.034336,77.576777,12.942874,77.66544,14.14,43.25
23,2023-01-20,Friday,Home_to_Office,9:45,13.088459,77.567793,12.917789,77.635248,20.37,57.14
23,2023-01-20,Friday,Office_to_Home,17:00,12.917789,77.635248,13.088459,77.567793,20.37,65.79
24,2023-01-20,Friday,Home_to_Office,7:45,13.037678,77.632289,13.06965,77.698554,8.17,20.54
24,2023-01-20,Friday,Office_to_Home,17:00,13.06965,77.698554,13.037678,77.632289,8.17,25.76
25,2023-01-20,Friday,Home_to_Office,10:00,12.996554,77.527267,13.024694,77.594265,8.07,22.9
25,2023-01-20,Friday,Office_to_Home,18:15,13.024694,77.594265,12.996554,77.527267,8.07,26.96
26,2023-01-20,Friday,Home_to_Office,7:00,12.901041,77.641263,12.941722,77.661853,5.06,14.88
26,2023-01-20,Friday,Office_to_Home,19:30,12.941722,77.661853,12.901041,77.641263,5.06,16.46
27,2023-01-20,Friday,Home_to_Office,7:30,13.088749,77.500613,12.919026,77.666176,26.32,71.24
27,2023-01-20,Friday,Office_to_Home,18:30,12.919026,77.666176,13.088749,77.500613,26.32,83.79
28,2023-01-20,Friday,Home_to_Office,9:15,12.995262,77.545166,13.012645,77.685991,15.75,40.73
28,2023-01-20,Friday,Office_to_Home,17:15,13.012645,77.685991,12.995262,77.545166,15.75,51.19
29,2023-01-20,Friday,Home_to_Office,9:00,12.951165,77.682958,12.971437,77.667167,2.85,10.46
29,2023-01-20,Friday,Office_to_Home,19:30,12.971437,77.667167,12.951165,77.682958,2.85,10.17
30,2023-01-20,Friday,Home_to_Office,7:15,12.991534,77.673478,12.925419,77.685715,7.46,18.39
30,2023-01-20,Friday,Office_to_Home,19:00,12.925419,77.685715,12.991534,77.673478,7.46,25.67
31,2023-01-20,Friday,Home_to_Office,9:00,12.91216,77.59454,12.928989,77.632582,4.62,14.11
31,2023-01-20,Friday,Office_to_Home,20:00,12.928989,77.632582,12.91216,77.59454,4.62,13.37
32,2023-01-20,Friday,Home_to_Office,7:00,13.050001,77.541396,13.084398,77.512214,5.01,13.05
32,2023-01-20,Friday,Office_to_Home,20:45,13.084398,77.512214,13.050001,77.541396,5.01,11.36
33,2023-01-20,Friday,Home_to_Office,9:30,13.040562,77.633507,12.941891,77.660362,11.35,34.55
33,2023-01-20,Friday,Office_to_Home,20:30,12.941891,77.660362,13.040562,77.633507,11.35,33.33
34,2023-01-20,Friday,Home_to_Office,9:45,12.964432,77.555032,13.033381,77.559462,7.67,19.12
34,2023-01-20,Friday,Office_to_Home,17:45,13.033381,77.559462,12.964432,77.555032,7.67,23.55
35,2023-01-20,Friday,Home_to_Office,8:15,12.93867,77.628962,12.949767,77.520333,12.12,33.19
35,2023-01-20,Friday,Office_to_Home,20:45,12.949767,77.520333,12.93867,77.628962,12.12,37.15
36,2023-01-20,Friday,Home_to_Office,10:15,13.080981,77.572153,13.062204,77.598973,3.63,13.57
36,2023-01-20,Friday,Office_to_Home,18:45,13.062204,77.598973,13.080981,77.572153,3.63,10.48
37,2023-01-20,Friday,Home_to_Office,8:00,13.000002,77.611958,13.075968,77.674465,10.92,32.71
37,2023-01-20,Friday,Office_to_Home,19:15,13.075968,77.674465,13.000002,77.611958,10.92,32.98
38,2023-01-20,Friday,Home_to_Office,8:45,13.061795,77.551849,12.946544,77.513266,13.49,36.35
38,2023-01-20,Friday,Office_to_Home,20:30,12.946544,77.513266,13.061795,77.551849,13.49,43.87
39,2023-01-20,Friday,Home_to_Office,9:00,12.955151,77.542266,12.989647,77.630906,10.56,27.74
39,2023-01-20,Friday,Office_to_Home,19:45,12.989647,77.630906,12.955151,77.542266,10.56,33.12
40,2023-01-20,Friday,Home_to_Office,8:45,12.986846,77.661633,13.098364,77.688985,12.75,33.73
40,2023-01-20,Friday,Office_to_Home,17:00,13.098364,77.688985,12.986846,77.661633,12.75,39.57
41,2023-01-20,Friday,Home_to_Office,10:15,12.914934,77.692098,13.042996,77.511106,24.61,66.62
41,2023-01-20,Friday,Office_to_Home,19:15,13.042996,77.511106,12.914934,77.692098,24.61,73.79
42,2023-01-20,Friday,Home_to_Office,10:45,12.908429,77.516391,12.934268,77.531187,3.31,9.1
42,2023-01-20,Friday,Office_to_Home,18:15,12.934268,77.531187,12.908429,77.516391,3.31,10.77
43,2023-01-20,Friday,Home_to_Office,8:45,12.905368,77.541218,12.948002,77.533887,4.8,14.9
43,2023-01-20,Friday,Office_to_Home,18:30,12.948002,77.533887,12.905368,77.541218,4.8,15.81
44,2023-01-20,Friday,Home_to_Office,10:30,13.027287,77.586377,13.090591,77.502052,11.7,33.37
44,2023-01-20,Friday,Office_to_Home,18:00,13.090591,77.502052,13.027287,77.586377,11.7,37.81
45,2023-01-20,Friday,Home_to_Office,8:30,12.940938,77.57174,13.066724,77.600378,14.32,38.47
45,2023-01-20,Friday,Office_to_Home,19:30,13.066724,77.600378,12.940938,77.57174,14.32,45.9
46,2023-01-20,Friday,Home_to_Office,9:15,12.907142,77.618248,13.069263,77.518021,21.16,58.81
46,2023-01-20,Friday,Office_to_Home,19:15,13.069263,77.518021,12.907142,77.618248,21.16,64.31
47,2023-01-20,Friday,Home_to_Office,10:30,12.967095,77.656624,13.012171,77.640639,5.31,16.49
47,2023-01-20,Friday,Office_to_Home,20:00,13.012171,77.640639,12.967095,77.656624,5.31,12.22
48,2023-01-20,Friday,Home_to_Office,8:15,12.917448,77.610084,13.03343,77.593234,13.01,35.23
48,2023-01-20,Friday,Office_to_Home,17:15,13.03343,77.593234,12.917448,77.610084,13.01,38.91
49,2023-01-20,Friday,Home_to_Office,10:00,12.948814,77.504318,12.90766,77.607288,12.31,32.83
49,2023-01-20,Friday,Office_to_Home,17:45,12.90766,77.607288,12.948814,77.504318,12.31,37.58
50,2023-01-20,Friday,Home_to_Office,7:30,13.037271,77.637154,13.046869,77.548814,9.86,26.31
50,2023-01-20,Friday,Office_to_Home,19:30,13.046869,77.548814,13.037271,77.637154,9.86,32.38
1,2023-01-21,Saturday,Home_to_Office,7:45,12.97877,77.592759,12.95723,77.614378,3.39,6.6
1,2023-01-21,Saturday,Office_to_Home,19:45,12.95723,77.614378,12.97877,77.592759,3.39,8.81
2,2023-01-21,Saturday,Home_to_Office,7:15,12.901048,77.535521,12.944962,77.682184,16.99,36.67
2,2023-01-21,Saturday,Office_to_Home,17:15,12.944962,77.682184,12.901048,77.535521,16.99,39.71
3,2023-01-21,Saturday,Home_to_Office,10:15,12.912122,77.698668,12.932292,77.60344,10.8,20.89
3,2023-01-21,Saturday,Office_to_Home,17:15,12.932292,77.60344,12.912122,77.698668,10.8,22.26
4,2023-01-21,Saturday,Home_to_Office,7:45,12.98495,77.552451,13.047475,77.61595,9.89,18.04
4,2023-01-21,Saturday,Office_to_Home,19:00,13.047475,77.61595,12.98495,77.552451,9.89,22.74
5,2023-01-21,Saturday,Home_to_Office,9:30,13.029297,77.659122,12.955567,77.682452,8.58,17.95
5,2023-01-21,Saturday,Office_to_Home,17:30,12.955567,77.682452,13.029297,77.659122,8.58,20.08
6,2023-01-21,Saturday,Home_to_Office,10:45,13.090188,77.620676,12.972083,77.540657,15.84,27.06
6,2023-01-21,Saturday,Office_to_Home,20:00,12.972083,77.540657,13.090188,77.620676,15.84,37.91
7,2023-01-21,Saturday,Home_to_Office,7:00,13.058548,77.553486,13.064227,77.573454,2.3,5.0
7,2023-01-21,Saturday,Office_to_Home,18:45,13.064227,77.573454,13.058548,77.553486,2.3,7.86
8,2023-01-21,Saturday,Home_to_Office,8:45,13.04274,77.521537,13.058356,77.647595,14.1,28.97
8,2023-01-21,Saturday,Office_to_Home,18:15,13.058356,77.647595,13.04274,77.521537,14.1,31.73
9,2023-01-21,Saturday,Home_to_Office,7:00,12.997693,77.645631,13.05934,77.676446,7.65,13.67
9,2023-01-21,Saturday,Office_to_Home,20:30,13.05934,77.676446,12.997693,77.645631,7.65,16.48
10,2023-01-21,Saturday,Home_to_Office,10:45,13.019928,77.598829,12.913102,77.562878,12.51,25.92
10,2023-01-21,Saturday,Office_to_Home,18:45,12.913102,77.562878,13.019928,77.598829,12.51,28.65
11,2023-01-21,Saturday,Home_to_Office,10:15,12.908455,77.56512,13.012702,77.591889,11.95,19.3
11,2023-01-21,Saturday,Office_to_Home,17:00,13.012702,77.591889,12.908455,77.56512,11.95,25.98
12,2023-01-21,Saturday,Home_to_Office,8:15,12.907347,77.6109,12.926189,77.667367,6.61,13.78
12,2023-01-21,Saturday,Office_to_Home,18:15,12.926189,77.667367,12.907347,77.6109,6.61,18.28
13,2023-01-21,Saturday,Home_to_Office,7:30,13.080012,77.551686,12.938606,77.608231,16.9,34.6
13,2023-01-21,Saturday,Office_to_Home,20:45,12.938606,77.608231,13.080012,77.551686,16.9,35.54
14,2023-01-21,Saturday,Home_to_Office,10:45,13.052322,77.519975,12.90277,77.641973,21.42,42.0
14,2023-01-21,Saturday,Office_to_Home,18:15,12.90277,77.641973,13.052322,77.519975,21.42,47.23
15,2023-01-21,Saturday,Home_to_Office,10:45,12.918335,77.546021,12.961022,77.578407,5.95,16.13
15,2023-01-21,Saturday,Office_to_Home,18:45,12.961022,77.578407,12.918335,77.546021,5.95,14.2
16,2023-01-21,Saturday,Home_to_Office,7:00,13.051791,77.564969,12.907742,77.620268,17.13,32.83
16,2023-01-21,Saturday,Office_to_Home,17:00,12.907742,77.620268,13.051791,77.564969,17.13,38.64
17,2023-01-21,Saturday,Home_to_Office,8:30,12.951968,77.695364,13.083797,77.522669,24.12,47.13
17,2023-01-21,Saturday,Office_to_Home,20:00,13.083797,77.522669,12.951968,77.695364,24.12,51.97
18,2023-01-21,Saturday,Home_to_Office,9:30,13.052057,77.608977,13.035558,77.660427,6.0,11.25
18,2023-01-21,Saturday,Office_to_Home,18:00,13.035558,77.660427,13.052057,77.608977,6.0,16.4
19,2023-01-21,Saturday,Home_to_Office,10:45,12.986417,77.53197,13.036641,77.659844,15.25,32.61
19,2023-01-21,Saturday,Office_to_Home,19:15,13.036641,77.659844,12.986417,77.53197,15.25,36.07
20,2023-01-21,Saturday,Home_to_Office,7:45,13.016002,77.648736,13.038328,77.589943,6.98,14.42
20,2023-01-21,Saturday,Office_to_Home,19:00,13.038328,77.589943,13.016002,77.648736,6.98,16.69
21,2023-01-21,Saturday,Home_to_Office,9:15,12.953747,77.574024,13.050659,77.683092,16.2,30.79
21,2023-01-21,Saturday,Office_to_Home,19:00,13.050659,77.683092,12.953747,77.574024,16.2,36.49
22,2023-01-21,Saturday,Home_to_Office,10:45,12.942874,77.66544,13.034336,77.576777,14.14,27.44
22,2023-01-21,Saturday,Office_to_Home,17:30,13.034336,77.576777,12.942874,77.66544,14.14,28.18
23,2023-01-21,Saturday,Home_to_Office,8:00,13.088459,77.567793,12.917789,77.635248,20.37,40.65
23,2023-01-21,Saturday,Office_to_Home,19:30,12.917789,77.635248,13.088459,77.567793,20.37,44.73
24,2023-01-21,Saturday,Home_to_Office,10:15,13.037678,77.632289,13.06965,77.698554,8.17,15.94
24,2023-01-21,Saturday,Office_to_Home,18:15,13.06965,77.698554,13.037678,77.632289,8.17,15.74
25,2023-01-21,Saturday,Home_to_Office,9:15,12.996554,77.527267,13.024694,77.594265,8.07,15.6
25,2023-01-21,Saturday,Office_to_Home,18:45,13.024694,77.594265,12.996554,77.527267,8.07,18.83
26,2023-01-21,Saturday,Home_to_Office,9:00,12.901041,77.641263,12.941722,77.661853,5.06,8.3
26,2023-01-21,Saturday,Office_to_Home,19:15,12.941722,77.661853,12.901041,77.641263,5.06,13.03
27,2023-01-21,Saturday,Home_to_Office,8:30,13.088749,77.500613,12.919026,77.666176,26.32,51.8
27,2023-01-21,Saturday,Office_to_Home,17:45,12.919026,77.666176,13.088749,77.500613,26.32,59.14
28,2023-01-21,Saturday,Home_to_Office,7:30,12.995262,77.545166,13.012645,77.685991,15.75,29.8
28,2023-01-21,Saturday,Office_to_Home,19:30,13.012645,77.685991,12.995262,77.545166,15.75,34.39
29,2023-01-21,Saturday,Home_to_Office,8:45,12.951165,77.682958,12.971437,77.667167,2.85,7.33
29,2023-01-21,Saturday,Office_to_Home,18:15,12.971437,77.667167,12.951165,77.682958,2.85,5.87
30,2023-01-21,Saturday,Home_to_Office,9:00,12.991534,77.673478,12.925419,77.685715,7.46,12.72
30,2023-01-21,Saturday,Office_to_Home,18:45,12.925419,77.685715,12.991534,77.673478,7.46,16.83
31,2023-01-21,Saturday,Home_to_Office,8:00,12.91216,77.59454,12.928989,77.632582,4.62,8.37
31,2023-01-21,Saturday,Office_to_Home,17:00,12.928989,77.632582,12.91216,77.59454,4.62,9.25
32,2023-01-21,Saturday,Home_to_Office,7:45,13.050001,77.541396,13.084398,77.512214,5.01,11.03
32,2023-01-21,Saturday,Office_to_Home,18:30,13.084398,77.512214,13.050001,77.541396,5.01,13.61
33,2023-01-21,Saturday,Home_to_Office,10:00,13.040562,77.633507,12.941891,77.660362,11.35,19.68
33,2023-01-21,Saturday,Office_to_Home,19:30,12.941891,77.660362,13.040562,77.633507,11.35,23.71
34,2023-01-21,Saturday,Home_to_Office,8:00,12.964432,77.555032,13.033381,77.559462,7.67,18.16
34,2023-01-21,Saturday,Office_to_Home,18:15,13.033381,77.559462,12.964432,77.555032,7.67,23.7
35,2023-01-21,Saturday,Home_to_Office,7:15,12.93867,77.628962,12.949767,77.520333,12.12,22.65
35,2023-01-21,Saturday,Office_to_Home,19:30,12.949767,77.520333,12.93867,77.628962,12.12,27.07
